recording,sweep_number,current_injection,threshold,spike_count,condition,timestamps,ssv,path
2025_05_08_0046,9,80.0,-35.29335021972656,0,Condition 2,[],-55.29335,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,10,100.0,-33.23099899291992,22,Condition 2,"[np.float64(0.3388), np.float64(0.3388), np.float64(0.4713), np.float64(0.4713), np.float64(0.5486), np.float64(0.5486), np.float64(0.6247), np.float64(0.6247), np.float64(0.7070000000000001), np.float64(0.7070000000000001), np.float64(0.7856000000000001), np.float64(0.7856000000000001), np.float64(0.8634000000000001), np.float64(0.8634000000000001), np.float64(0.9548000000000001), np.float64(0.9548000000000001), np.float64(1.0487), np.float64(1.0487), np.float64(1.1395), np.float64(1.1395), np.float64(1.2149), np.float64(1.2149)]",-53.231,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,11,120.0,-31.84228515625,35,Condition 2,"[np.float64(0.2781), np.float64(0.3158), np.float64(0.3158), np.float64(0.36560000000000004), np.float64(0.36560000000000004), np.float64(0.4182), np.float64(0.4182), np.float64(0.4791), np.float64(0.4791), np.float64(0.5319), np.float64(0.5319), np.float64(0.5864), np.float64(0.5864), np.float64(0.6435000000000001), np.float64(0.6435000000000001), np.float64(0.6986), np.float64(0.6986), np.float64(0.7568), np.float64(0.7568), np.float64(0.8149000000000001), np.float64(0.8149000000000001), np.float64(0.8698), np.float64(0.8698), np.float64(0.9337000000000001), np.float64(0.9337000000000001), np.float64(0.9946), np.float64(0.9946), np.float64(1.0601), np.float64(1.0601), np.float64(1.1161), np.float64(1.1161), np.float64(1.1805), np.float64(1.1805), np.float64(1.2494), np.float64(1.2494)]",-51.842285,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,12,140.0,-30.172649383544922,43,Condition 2,"[np.float64(0.27290000000000003), np.float64(0.30110000000000003), np.float64(0.30110000000000003), np.float64(0.3411), np.float64(0.3411), np.float64(0.38170000000000004), np.float64(0.38170000000000004), np.float64(0.42110000000000003), np.float64(0.42110000000000003), np.float64(0.46690000000000004), np.float64(0.46690000000000004), np.float64(0.5103), np.float64(0.5103), np.float64(0.5551), np.float64(0.5551), np.float64(0.6), np.float64(0.6), np.float64(0.6434000000000001), np.float64(0.6434000000000001), np.float64(0.6925), np.float64(0.6925), np.float64(0.7406), np.float64(0.7406), np.float64(0.7879), np.float64(0.7879), np.float64(0.8368), np.float64(0.8368), np.float64(0.8832000000000001), np.float64(0.8832000000000001), np.float64(0.9312), np.float64(0.9312), np.float64(0.9773000000000001), np.float64(0.9773000000000001), np.float64(1.0269000000000001), np.float64(1.0269000000000001), np.float64(1.0774000000000001), np.float64(1.0774000000000001), np.float64(1.1247), np.float64(1.1247), np.float64(1.1771), np.float64(1.1771), np.float64(1.2272), np.float64(1.2272)]",-50.17265,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,13,160.0,-28.14261245727539,51,Condition 2,"[np.float64(0.2692), np.float64(0.2924), np.float64(0.2924), np.float64(0.3242), np.float64(0.3242), np.float64(0.35700000000000004), np.float64(0.35700000000000004), np.float64(0.39280000000000004), np.float64(0.39280000000000004), np.float64(0.4287), np.float64(0.4287), np.float64(0.4645), np.float64(0.4645), np.float64(0.5026), np.float64(0.5026), np.float64(0.5411), np.float64(0.5411), np.float64(0.5765), np.float64(0.5765), np.float64(0.614), np.float64(0.614), np.float64(0.6536000000000001), np.float64(0.6536000000000001), np.float64(0.6941), np.float64(0.6941), np.float64(0.7318), np.float64(0.7318), np.float64(0.7733), np.float64(0.7733), np.float64(0.8097000000000001), np.float64(0.8097000000000001), np.float64(0.8497), np.float64(0.8497), np.float64(0.8924000000000001), np.float64(0.8924000000000001), np.float64(0.9316000000000001), np.float64(0.9316000000000001), np.float64(0.9720000000000001), np.float64(0.9720000000000001), np.float64(1.0125), np.float64(1.0125), np.float64(1.0542), np.float64(1.0542), np.float64(1.0976000000000001), np.float64(1.0976000000000001), np.float64(1.1384), np.float64(1.1384), np.float64(1.1786), np.float64(1.1786), np.float64(1.2216), np.float64(1.2216)]",-48.142612,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,14,180.0,-26.0489501953125,56,Condition 2,"[np.float64(0.2664), np.float64(0.28500000000000003), np.float64(0.3119), np.float64(0.3119), np.float64(0.3411), np.float64(0.3411), np.float64(0.3723), np.float64(0.3723), np.float64(0.4022), np.float64(0.4022), np.float64(0.436), np.float64(0.436), np.float64(0.46780000000000005), np.float64(0.46780000000000005), np.float64(0.5006), np.float64(0.5006), np.float64(0.5351), np.float64(0.5351), np.float64(0.5702), np.float64(0.5702), np.float64(0.6051000000000001), np.float64(0.6051000000000001), np.float64(0.6393), np.float64(0.6393), np.float64(0.6734), np.float64(0.6734), np.float64(0.7067), np.float64(0.7067), np.float64(0.7403000000000001), np.float64(0.7403000000000001), np.float64(0.7761), np.float64(0.7761), np.float64(0.8093), np.float64(0.8093), np.float64(0.8467), np.float64(0.8467), np.float64(0.8839), np.float64(0.8839), np.float64(0.9228000000000001), np.float64(0.9228000000000001), np.float64(0.9585), np.float64(0.9585), np.float64(0.9948), np.float64(0.9948), np.float64(1.0361), np.float64(1.0361), np.float64(1.0711), np.float64(1.0711), np.float64(1.1093), np.float64(1.1093), np.float64(1.1481000000000001), np.float64(1.1481000000000001), np.float64(1.1916), np.float64(1.1916), np.float64(1.2311), np.float64(1.2311)]",-46.04895,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,15,200.0,-24.017780303955078,62,Condition 2,"[np.float64(0.2642), np.float64(0.2798), np.float64(0.3012), np.float64(0.3012), np.float64(0.32980000000000004), np.float64(0.32980000000000004), np.float64(0.3597), np.float64(0.3597), np.float64(0.3884), np.float64(0.3884), np.float64(0.4174), np.float64(0.4174), np.float64(0.4499), np.float64(0.4499), np.float64(0.4803), np.float64(0.4803), np.float64(0.5106), np.float64(0.5106), np.float64(0.5383), np.float64(0.5383), np.float64(0.5714), np.float64(0.5714), np.float64(0.6043000000000001), np.float64(0.6043000000000001), np.float64(0.6351), np.float64(0.6351), np.float64(0.6667000000000001), np.float64(0.6667000000000001), np.float64(0.6993), np.float64(0.6993), np.float64(0.7308), np.float64(0.7308), np.float64(0.7623000000000001), np.float64(0.7623000000000001), np.float64(0.7949), np.float64(0.7949), np.float64(0.8285), np.float64(0.8285), np.float64(0.8618), np.float64(0.8618), np.float64(0.8948), np.float64(0.8948), np.float64(0.927), np.float64(0.927), np.float64(0.9627), np.float64(0.9627), np.float64(0.997), np.float64(0.997), np.float64(1.0318), np.float64(1.0318), np.float64(1.0639), np.float64(1.0639), np.float64(1.0955000000000001), np.float64(1.0955000000000001), np.float64(1.1291), np.float64(1.1291), np.float64(1.1637), np.float64(1.1637), np.float64(1.1979), np.float64(1.1979), np.float64(1.2322), np.float64(1.2322)]",-44.01778,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,16,220.0,-22.08808135986328,66,Condition 2,"[np.float64(0.2626), np.float64(0.2736), np.float64(0.29350000000000004), np.float64(0.29350000000000004), np.float64(0.3159), np.float64(0.3159), np.float64(0.341), np.float64(0.341), np.float64(0.3684), np.float64(0.3684), np.float64(0.3934), np.float64(0.3934), np.float64(0.4199), np.float64(0.4199), np.float64(0.4479), np.float64(0.4479), np.float64(0.47650000000000003), np.float64(0.47650000000000003), np.float64(0.5043), np.float64(0.5043), np.float64(0.5312), np.float64(0.5312), np.float64(0.5612), np.float64(0.5612), np.float64(0.5912000000000001), np.float64(0.5912000000000001), np.float64(0.6203000000000001), np.float64(0.6203000000000001), np.float64(0.6515000000000001), np.float64(0.6515000000000001), np.float64(0.6791), np.float64(0.6791), np.float64(0.7090000000000001), np.float64(0.7090000000000001), np.float64(0.7412000000000001), np.float64(0.7412000000000001), np.float64(0.7706000000000001), np.float64(0.7706000000000001), np.float64(0.8033), np.float64(0.8033), np.float64(0.8354), np.float64(0.8354), np.float64(0.8686), np.float64(0.8686), np.float64(0.9003), np.float64(0.9003), np.float64(0.9329000000000001), np.float64(0.9329000000000001), np.float64(0.9657), np.float64(0.9657), np.float64(0.9967), np.float64(0.9967), np.float64(1.0282), np.float64(1.0282), np.float64(1.0628), np.float64(1.0628), np.float64(1.0938), np.float64(1.0938), np.float64(1.1277000000000001), np.float64(1.1277000000000001), np.float64(1.1592), np.float64(1.1592), np.float64(1.1908), np.float64(1.1908), np.float64(1.2213), np.float64(1.2213)]",-42.08808,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,17,240.0,-20.157360076904297,70,Condition 2,"[np.float64(0.2615), np.float64(0.2715), np.float64(0.28600000000000003), np.float64(0.28600000000000003), np.float64(0.3068), np.float64(0.3068), np.float64(0.328), np.float64(0.328), np.float64(0.3517), np.float64(0.3517), np.float64(0.3785), np.float64(0.3785), np.float64(0.4042), np.float64(0.4042), np.float64(0.4299), np.float64(0.4299), np.float64(0.45580000000000004), np.float64(0.45580000000000004), np.float64(0.4842), np.float64(0.4842), np.float64(0.5121), np.float64(0.5121), np.float64(0.5382), np.float64(0.5382), np.float64(0.5686), np.float64(0.5686), np.float64(0.5966), np.float64(0.5966), np.float64(0.6236), np.float64(0.6236), np.float64(0.6535000000000001), np.float64(0.6535000000000001), np.float64(0.6821), np.float64(0.6821), np.float64(0.7098), np.float64(0.7098), np.float64(0.7388), np.float64(0.7388), np.float64(0.7668), np.float64(0.7668), np.float64(0.7955), np.float64(0.7955), np.float64(0.8283), np.float64(0.8283), np.float64(0.8581000000000001), np.float64(0.8581000000000001), np.float64(0.89), np.float64(0.89), np.float64(0.9236000000000001), np.float64(0.9236000000000001), np.float64(0.9546), np.float64(0.9546), np.float64(0.9859), np.float64(0.9859), np.float64(1.0155), np.float64(1.0155), np.float64(1.0470000000000002), np.float64(1.0470000000000002), np.float64(1.0795000000000001), np.float64(1.0795000000000001), np.float64(1.1074000000000002), np.float64(1.1074000000000002), np.float64(1.1392), np.float64(1.1392), np.float64(1.1718), np.float64(1.1718), np.float64(1.1999), np.float64(1.1999), np.float64(1.2345000000000002), np.float64(1.2345000000000002)]",-40.15736,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,18,260.0,-18.49398422241211,74,Condition 2,"[np.float64(0.2602), np.float64(0.2684), np.float64(0.2831), np.float64(0.2831), np.float64(0.3018), np.float64(0.3018), np.float64(0.3225), np.float64(0.3225), np.float64(0.3456), np.float64(0.3456), np.float64(0.3684), np.float64(0.3684), np.float64(0.39430000000000004), np.float64(0.39430000000000004), np.float64(0.41960000000000003), np.float64(0.41960000000000003), np.float64(0.4471), np.float64(0.4471), np.float64(0.4742), np.float64(0.4742), np.float64(0.5005000000000001), np.float64(0.5005000000000001), np.float64(0.5278), np.float64(0.5278), np.float64(0.5527000000000001), np.float64(0.5527000000000001), np.float64(0.5782), np.float64(0.5782), np.float64(0.6077), np.float64(0.6077), np.float64(0.6351), np.float64(0.6351), np.float64(0.6605000000000001), np.float64(0.6605000000000001), np.float64(0.6888000000000001), np.float64(0.6888000000000001), np.float64(0.7170000000000001), np.float64(0.7170000000000001), np.float64(0.7464000000000001), np.float64(0.7464000000000001), np.float64(0.7745000000000001), np.float64(0.7745000000000001), np.float64(0.8037000000000001), np.float64(0.8037000000000001), np.float64(0.8309000000000001), np.float64(0.8309000000000001), np.float64(0.8582000000000001), np.float64(0.8582000000000001), np.float64(0.8888), np.float64(0.8888), np.float64(0.9195000000000001), np.float64(0.9195000000000001), np.float64(0.9474), np.float64(0.9474), np.float64(0.9782000000000001), np.float64(0.9782000000000001), np.float64(1.0071), np.float64(1.0071), np.float64(1.0384), np.float64(1.0384), np.float64(1.0693000000000001), np.float64(1.0693000000000001), np.float64(1.0982), np.float64(1.0982), np.float64(1.1272), np.float64(1.1272), np.float64(1.1557), np.float64(1.1557), np.float64(1.1863000000000001), np.float64(1.1863000000000001), np.float64(1.2185000000000001), np.float64(1.2185000000000001), np.float64(1.2495), np.float64(1.2495)]",-38.493984,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,19,280.0,-16.847824096679688,74,Condition 2,"[np.float64(0.2594), np.float64(0.2672), np.float64(0.2806), np.float64(0.2806), np.float64(0.2969), np.float64(0.2969), np.float64(0.3166), np.float64(0.3166), np.float64(0.337), np.float64(0.337), np.float64(0.35960000000000003), np.float64(0.35960000000000003), np.float64(0.38370000000000004), np.float64(0.38370000000000004), np.float64(0.4066), np.float64(0.4066), np.float64(0.4302), np.float64(0.4302), np.float64(0.4554), np.float64(0.4554), np.float64(0.4781), np.float64(0.4781), np.float64(0.5035000000000001), np.float64(0.5035000000000001), np.float64(0.5318), np.float64(0.5318), np.float64(0.5601), np.float64(0.5601), np.float64(0.5860000000000001), np.float64(0.5860000000000001), np.float64(0.6139), np.float64(0.6139), np.float64(0.6421), np.float64(0.6421), np.float64(0.671), np.float64(0.671), np.float64(0.6983), np.float64(0.6983), np.float64(0.7276), np.float64(0.7276), np.float64(0.7532), np.float64(0.7532), np.float64(0.7809), np.float64(0.7809), np.float64(0.8091), np.float64(0.8091), np.float64(0.8394), np.float64(0.8394), np.float64(0.8671000000000001), np.float64(0.8671000000000001), np.float64(0.8979), np.float64(0.8979), np.float64(0.9259000000000001), np.float64(0.9259000000000001), np.float64(0.9577), np.float64(0.9577), np.float64(0.9891000000000001), np.float64(0.9891000000000001), np.float64(1.0203), np.float64(1.0203), np.float64(1.0489), np.float64(1.0489), np.float64(1.0776000000000001), np.float64(1.0776000000000001), np.float64(1.1079), np.float64(1.1079), np.float64(1.1407), np.float64(1.1407), np.float64(1.1731), np.float64(1.1731), np.float64(1.2011), np.float64(1.2011), np.float64(1.2345000000000002), np.float64(1.2345000000000002)]",-36.847824,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,20,300.0,-14.642749786376953,74,Condition 2,"[np.float64(0.2586), np.float64(0.26580000000000004), np.float64(0.276), np.float64(0.276), np.float64(0.2887), np.float64(0.2887), np.float64(0.3083), np.float64(0.3083), np.float64(0.32880000000000004), np.float64(0.32880000000000004), np.float64(0.3507), np.float64(0.3507), np.float64(0.37120000000000003), np.float64(0.37120000000000003), np.float64(0.3929), np.float64(0.3929), np.float64(0.4156), np.float64(0.4156), np.float64(0.44160000000000005), np.float64(0.44160000000000005), np.float64(0.4665), np.float64(0.4665), np.float64(0.4927), np.float64(0.4927), np.float64(0.5203), np.float64(0.5203), np.float64(0.5456), np.float64(0.5456), np.float64(0.5707), np.float64(0.5707), np.float64(0.6011000000000001), np.float64(0.6011000000000001), np.float64(0.6278), np.float64(0.6278), np.float64(0.6582), np.float64(0.6582), np.float64(0.6839000000000001), np.float64(0.6839000000000001), np.float64(0.7124), np.float64(0.7124), np.float64(0.7383000000000001), np.float64(0.7383000000000001), np.float64(0.7635000000000001), np.float64(0.7635000000000001), np.float64(0.7913), np.float64(0.7913), np.float64(0.8242), np.float64(0.8242), np.float64(0.8517), np.float64(0.8517), np.float64(0.8805000000000001), np.float64(0.8805000000000001), np.float64(0.9102), np.float64(0.9102), np.float64(0.9397000000000001), np.float64(0.9397000000000001), np.float64(0.9736), np.float64(0.9736), np.float64(1.0055), np.float64(1.0055), np.float64(1.0333), np.float64(1.0333), np.float64(1.069), np.float64(1.069), np.float64(1.1072), np.float64(1.1072), np.float64(1.1375), np.float64(1.1375), np.float64(1.1647), np.float64(1.1647), np.float64(1.1965000000000001), np.float64(1.1965000000000001), np.float64(1.2247000000000001), np.float64(1.2247000000000001)]",-34.64275,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0047_Steps_300.abf
2025_05_08_0046,21,320.0,-12.658740997314453,89,Condition 2,"[np.float64(0.2574), np.float64(0.264), np.float64(0.2741), np.float64(0.2858), np.float64(0.2858), np.float64(0.3014), np.float64(0.3014), np.float64(0.31770000000000004), np.float64(0.31770000000000004), np.float64(0.3345), np.float64(0.3345), np.float64(0.3523), np.float64(0.3523), np.float64(0.37120000000000003), np.float64(0.37120000000000003), np.float64(0.38970000000000005), np.float64(0.38970000000000005), np.float64(0.4083), np.float64(0.4083), np.float64(0.4292), np.float64(0.4292), np.float64(0.44820000000000004), np.float64(0.44820000000000004), np.float64(0.4697), np.float64(0.4697), np.float64(0.4888), np.float64(0.4888), np.float64(0.5095000000000001), np.float64(0.5095000000000001), np.float64(0.5316000000000001), np.float64(0.5316000000000001), np.float64(0.552), np.float64(0.552), np.float64(0.5723), np.float64(0.5723), np.float64(0.5929), np.float64(0.5929), np.float64(0.6133000000000001), np.float64(0.6133000000000001), np.float64(0.6352), np.float64(0.6352), np.float64(0.6581), np.float64(0.6581), np.float64(0.6821), np.float64(0.6821), np.float64(0.7044), np.float64(0.7044), np.float64(0.7271000000000001), np.float64(0.7271000000000001), np.float64(0.7486), np.float64(0.7486), np.float64(0.7732), np.float64(0.7732), np.float64(0.7988000000000001), np.float64(0.7988000000000001), np.float64(0.8219000000000001), np.float64(0.8219000000000001), np.float64(0.8442000000000001), np.float64(0.8442000000000001), np.float64(0.8651000000000001), np.float64(0.8651000000000001), np.float64(0.8885000000000001), np.float64(0.8885000000000001), np.float64(0.9143), np.float64(0.9143), np.float64(0.9366000000000001), np.float64(0.9366000000000001), np.float64(0.9616), np.float64(0.9616), np.float64(0.9871000000000001), np.float64(0.9871000000000001), np.float64(1.0132), np.float64(1.0132), np.float64(1.0385), np.float64(1.0385), np.float64(1.0652000000000001), np.float64(1.0652000000000001), np.float64(1.0883), np.float64(1.0883), np.float64(1.1129), np.float64(1.1129), np.float64(1.1404), np.float64(1.1404), np.float64(1.1658), np.float64(1.1658), np.float64(1.191), np.float64(1.191), np.float64(1.2192), np.float64(1.2192)]",-32.65874,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0048_Steps_400.abf
2025_05_08_0046,22,340.0,-11.100936889648438,83,Condition 2,"[np.float64(0.2571), np.float64(0.2635), np.float64(0.2715), np.float64(0.2827), np.float64(0.2827), np.float64(0.2982), np.float64(0.2982), np.float64(0.3148), np.float64(0.3148), np.float64(0.3326), np.float64(0.3326), np.float64(0.3521), np.float64(0.3521), np.float64(0.3724), np.float64(0.3724), np.float64(0.3932), np.float64(0.3932), np.float64(0.4178), np.float64(0.4178), np.float64(0.439), np.float64(0.439), np.float64(0.4597), np.float64(0.4597), np.float64(0.4832), np.float64(0.4832), np.float64(0.5073), np.float64(0.5073), np.float64(0.5318), np.float64(0.5318), np.float64(0.5559000000000001), np.float64(0.5559000000000001), np.float64(0.5795), np.float64(0.5795), np.float64(0.6032000000000001), np.float64(0.6032000000000001), np.float64(0.6298), np.float64(0.6298), np.float64(0.6536000000000001), np.float64(0.6536000000000001), np.float64(0.6766), np.float64(0.6766), np.float64(0.7014), np.float64(0.7014), np.float64(0.7284), np.float64(0.7284), np.float64(0.7528), np.float64(0.7528), np.float64(0.7792), np.float64(0.7792), np.float64(0.8045), np.float64(0.8045), np.float64(0.8279000000000001), np.float64(0.8279000000000001), np.float64(0.8565), np.float64(0.8565), np.float64(0.8797), np.float64(0.8797), np.float64(0.9083), np.float64(0.9083), np.float64(0.9352), np.float64(0.9352), np.float64(0.9617), np.float64(0.9617), np.float64(0.9872000000000001), np.float64(0.9872000000000001), np.float64(1.0151000000000001), np.float64(1.0151000000000001), np.float64(1.0414), np.float64(1.0414), np.float64(1.0701), np.float64(1.0701), np.float64(1.0963), np.float64(1.0963), np.float64(1.1226), np.float64(1.1226), np.float64(1.1509), np.float64(1.1509), np.float64(1.1801000000000001), np.float64(1.1801000000000001), np.float64(1.2063000000000001), np.float64(1.2063000000000001), np.float64(1.2366000000000001), np.float64(1.2366000000000001)]",-31.100937,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0048_Steps_400.abf
2025_05_08_0046,23,360.0,-9.474721908569336,81,Condition 2,"[np.float64(0.25670000000000004), np.float64(0.2627), np.float64(0.2707), np.float64(0.27990000000000004), np.float64(0.27990000000000004), np.float64(0.29250000000000004), np.float64(0.29250000000000004), np.float64(0.30870000000000003), np.float64(0.30870000000000003), np.float64(0.3249), np.float64(0.3249), np.float64(0.34340000000000004), np.float64(0.34340000000000004), np.float64(0.36310000000000003), np.float64(0.36310000000000003), np.float64(0.38470000000000004), np.float64(0.38470000000000004), np.float64(0.40950000000000003), np.float64(0.40950000000000003), np.float64(0.4313), np.float64(0.4313), np.float64(0.4531), np.float64(0.4531), np.float64(0.4757), np.float64(0.4757), np.float64(0.5012), np.float64(0.5012), np.float64(0.5266000000000001), np.float64(0.5266000000000001), np.float64(0.5494), np.float64(0.5494), np.float64(0.5792), np.float64(0.5792), np.float64(0.6079), np.float64(0.6079), np.float64(0.6296), np.float64(0.6296), np.float64(0.6525000000000001), np.float64(0.6525000000000001), np.float64(0.6771), np.float64(0.6771), np.float64(0.7134), np.float64(0.7134), np.float64(0.7408), np.float64(0.7408), np.float64(0.7674000000000001), np.float64(0.7674000000000001), np.float64(0.7911), np.float64(0.7911), np.float64(0.8168000000000001), np.float64(0.8168000000000001), np.float64(0.8458), np.float64(0.8458), np.float64(0.8736), np.float64(0.8736), np.float64(0.8995000000000001), np.float64(0.8995000000000001), np.float64(0.9259000000000001), np.float64(0.9259000000000001), np.float64(0.9541000000000001), np.float64(0.9541000000000001), np.float64(0.9799), np.float64(0.9799), np.float64(1.0054), np.float64(1.0054), np.float64(1.0317), np.float64(1.0317), np.float64(1.0726), np.float64(1.0726), np.float64(1.102), np.float64(1.102), np.float64(1.1319000000000001), np.float64(1.1319000000000001), np.float64(1.1602000000000001), np.float64(1.1602000000000001), np.float64(1.1919), np.float64(1.1919), np.float64(1.2211), np.float64(1.2211), np.float64(1.2482), np.float64(1.2482)]",-29.474722,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0048_Steps_400.abf
2025_05_08_0046,24,380.0,-7.2001190185546875,75,Condition 2,"[np.float64(0.2565), np.float64(0.2625), np.float64(0.27), np.float64(0.2793), np.float64(0.2793), np.float64(0.2913), np.float64(0.2913), np.float64(0.305), np.float64(0.305), np.float64(0.3225), np.float64(0.3225), np.float64(0.3422), np.float64(0.3422), np.float64(0.3603), np.float64(0.3603), np.float64(0.3869), np.float64(0.3869), np.float64(0.4078), np.float64(0.4078), np.float64(0.4313), np.float64(0.4313), np.float64(0.4581), np.float64(0.4581), np.float64(0.47790000000000005), np.float64(0.47790000000000005), np.float64(0.5027), np.float64(0.5027), np.float64(0.5265000000000001), np.float64(0.5265000000000001), np.float64(0.5566), np.float64(0.5566), np.float64(0.5821000000000001), np.float64(0.5821000000000001), np.float64(0.6023000000000001), np.float64(0.6023000000000001), np.float64(0.6416000000000001), np.float64(0.6416000000000001), np.float64(0.664), np.float64(0.664), np.float64(0.6910000000000001), np.float64(0.6910000000000001), np.float64(0.7201000000000001), np.float64(0.7201000000000001), np.float64(0.7426), np.float64(0.7426), np.float64(0.7685000000000001), np.float64(0.7685000000000001), np.float64(0.7978000000000001), np.float64(0.7978000000000001), np.float64(0.8328), np.float64(0.8328), np.float64(0.8708), np.float64(0.8708), np.float64(0.8955000000000001), np.float64(0.8955000000000001), np.float64(0.9293), np.float64(0.9293), np.float64(0.9963000000000001), np.float64(0.9963000000000001), np.float64(1.0239), np.float64(1.0239), np.float64(1.0624), np.float64(1.0624), np.float64(1.0854000000000001), np.float64(1.0854000000000001), np.float64(1.1154), np.float64(1.1154), np.float64(1.1413), np.float64(1.1413), np.float64(1.1709), np.float64(1.1709), np.float64(1.2235), np.float64(1.2235), np.float64(1.2491), np.float64(1.2491)]",-27.200119,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0048_Steps_400.abf
2025_05_08_0046,25,400.0,-5.8876495361328125,75,Condition 2,"[np.float64(0.25620000000000004), np.float64(0.2617), np.float64(0.26880000000000004), np.float64(0.277), np.float64(0.277), np.float64(0.2879), np.float64(0.2879), np.float64(0.3003), np.float64(0.3003), np.float64(0.3173), np.float64(0.3173), np.float64(0.3393), np.float64(0.3393), np.float64(0.3587), np.float64(0.3587), np.float64(0.382), np.float64(0.382), np.float64(0.404), np.float64(0.404), np.float64(0.4273), np.float64(0.4273), np.float64(0.455), np.float64(0.455), np.float64(0.47750000000000004), np.float64(0.47750000000000004), np.float64(0.499), np.float64(0.499), np.float64(0.5293), np.float64(0.5293), np.float64(0.5508000000000001), np.float64(0.5508000000000001), np.float64(0.5751000000000001), np.float64(0.5751000000000001), np.float64(0.5984), np.float64(0.5984), np.float64(0.6404000000000001), np.float64(0.6404000000000001), np.float64(0.6651), np.float64(0.6651), np.float64(0.6904), np.float64(0.6904), np.float64(0.7183), np.float64(0.7183), np.float64(0.7502000000000001), np.float64(0.7502000000000001), np.float64(0.7746000000000001), np.float64(0.7746000000000001), np.float64(0.8128000000000001), np.float64(0.8128000000000001), np.float64(0.8455), np.float64(0.8455), np.float64(0.9053), np.float64(0.9053), np.float64(0.9271), np.float64(0.9271), np.float64(0.9581000000000001), np.float64(0.9581000000000001), np.float64(0.9877), np.float64(0.9877), np.float64(1.0154), np.float64(1.0154), np.float64(1.048), np.float64(1.048), np.float64(1.0722), np.float64(1.0722), np.float64(1.0976000000000001), np.float64(1.0976000000000001), np.float64(1.1282), np.float64(1.1282), np.float64(1.1677), np.float64(1.1677), np.float64(1.2081), np.float64(1.2081), np.float64(1.2314), np.float64(1.2314)]",-25.88765,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0048_Steps_400.abf
2025_05_08_0057,0,-100.0,0.0,0,Condition 2,[],-94.1757,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
2025_05_08_0057,1,-80.0,0.0,0,Condition 2,[],-91.816734,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
2025_05_08_0057,2,-60.0,0.0,0,Condition 2,[],-87.63701,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
2025_05_08_0057,3,-40.0,0.0,0,Condition 2,[],-82.55464,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
2025_05_08_0057,4,-20.0,0.0,0,Condition 2,[],-78.09797,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
2025_05_08_0057,5,0.0,-54.450347900390625,0,Condition 2,[],-74.45035,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
2025_05_08_0057,6,20.0,-51.18125915527344,0,Condition 2,[],-71.18126,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
2025_05_08_0057,7,40.0,-46.648109436035156,0,Condition 2,[],-66.64811,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
2025_05_08_0057,8,60.0,-43.770206451416016,0,Condition 2,[],-63.770206,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 2/2025_05_08_0059_Steps_300.abf
